"YEAR","BpS_Code","sclass","PERC_CHNG","AREA_CHNG","PREV_AREA","PERC_CHNG_VAR","AREA_CHNG_VAR","PREV_AREA_VAR","nPlots_AREA","N"
2017,"Na0710412_fmi","D",0.256234946544981,20.7167934773532,8085.0772920299,0.0284291642285251,87171.6375352553,23160445.455056,4,8477
2017,"Na0710412_fmi","E",-1.27551020408163,-188.418484102722,14772.0091536534,1.09298844647193,55614.6608316955,149554496.735729,2,5011
2017,"Na1010471_frn","A",-1.70295110214048,-2603.03395573294,152854.298192187,0.126121089467335,7563312.17569822,1065986957.07311,54,5606
2017,"Na1010471_frn","B",2.5385691663586,5912.92991959531,232923.727190659,0.14104987479358,7057178.09292555,1172060388.2024,66,5421
2017,"Na1010471_frn","C",-1.58857434177729,-3684.7279487929,231951.873569255,0.0647576966111082,10320534.0053499,1463448596.50331,65,5421
2017,"Na1010471_frn","D",9.12110362576903,601.703597462768,6596.82887236177,42.3680620345003,216189.057130735,22143079.1058316,4,1955
2017,"Na1010471_frn","E",2.90966027123363,1149.78691729436,39516.191242728,1.11145954859771,572937.492270495,203982653.710659,15,5421
2017,"R1RFWF_fcw","A",-2.09745821970866,-667.700224522156,31833.7794883419,0.593020083668094,1010782.66730566,140170780.269802,20,10139
2017,"R1RFWF_fcw","B",-1.35192220034309,-435.676570177922,32226.4528289688,0.134151003649757,366329.081696601,79959482.6323047,16,4789
2017,"R1RFWF_fcw","C",9.55851923793548,1272.52326800978,13312.9749110034,24.0024195945653,294379.142880068,46540038.6092038,14,9917
2017,"R1RFWF_fcw","D",-5.26186191526357,-739.385955542015,14051.7932140562,13.909391564288,724213.290372883,102167519.762095,5,5011
2017,"R1RFWF_fcw","E",0.651233965943218,652.427341162258,100183.248307283,0.0124020523081878,297603.946955828,290209769.303091,38,9917
2017,"RaABAMlw_fsi","A",0.101715114380847,80.5405979444816,79182.5270361661,0.000896368319208464,816530.940684727,392827382.103116,28,15745
2017,"RaABAMlw_fsi","B",1.56902558934736,1207.41463175391,76953.1510481063,0.245565654663213,1163588.21382263,585666997.702292,23,15745
2017,"RaABAMlw_fsi","C",-0.342471037812506,-551.816050121418,161127.800367027,0.00572379014767205,3530002.60690326,1389132323.93035,37,15745
2017,"RaABAMlw_fsi","D",-1.62566839543937,-688.925537195863,42377.9867486238,0.277752493459651,2823039.07796183,208338831.991449,20,15745
2017,"RaABAMlw_fsi","E",-0.169111865410502,-109.619292137945,64820.5800768951,0.00256352239997634,805323.392699407,398457452.407117,23,15745
2017,"RaABAMlw_fsw","A",0,0,1122.69385242662,0,0,1325731.36248377,1,4789
2017,"RaABAMlw_fsw","B",-4.89142381965365,-148.336575023141,3032.58479519047,12.5094137755239,23698.5695192535,4901308.97255461,2,5011
2017,"RaABAMlw_fsw","C",21.9434438786072,166.894905120872,760.568423280081,508.283021909168,29999.3465906917,623020.330804728,1,4789
2017,"RaABAMlw_fsw","D",NA,0,0,NA,0,0,0,4789
2017,"RaABAMlw_fsw","E",0,0,2656.07970413858,0,0,7598149.67073344,1,5011
2017,"RaABAMlw_fwc","A",8323.33333333334,271.315417324874,3.25969664387114,71416375.5763376,77425.1021820486,11.1760210713158,1,10210
2017,"RaABAMlw_fwc","B",NA,0,0,NA,0,0,0,10210
2017,"RaABAMlw_fwc","C",-10,-271.315417324874,2713.15417324874,103.086840802802,77425.1021820486,7742510.21820486,1,10210
2017,"RaABAMlw_fwc","D",NA,0,0,NA,0,0,0,10210
2017,"RaABAMlw_fwc","E",NA,0,0,NA,0,0,0,10432
2017,"RaABAMup_fsi","C",NA,0,0,NA,0,0,0,5128
2017,"RaABAMup_fsi","D",NA,0,0,NA,0,0,0,5128
2017,"RaABAMup_fsi","E",NA,0,0,NA,0,0,0,5128
2017,"RaABAMup_fst","A",NA,0,0,NA,0,0,0,5606
2017,"RaABAMup_fst","B",NA,0,0,NA,0,0,0,5606
2017,"RaABAMup_fst","C",NA,0,0,NA,0,0,0,5606
2017,"RaABAMup_fst","D",NA,0,0,NA,0,0,0,5606
2017,"RaABAMup_fst","E",NA,0,0,NA,0,0,0,5606
2017,"RaABLA_faf","A",NA,0,0,NA,0,0,0,5606
2017,"RaABLA_faf","B",-5.53091466307484,-355.314936443718,6424.16233278468,16.0328924886746,131990.723540616,22064510.1742012,2,5606
