LF_BpS_Code,FRG,Order,Donate,Receive,Primary,Secondary,ActiveOnly,ActivePassive,PassiveOnly
RaSPFI_fcd,4,11,B,C,Grow w/o fire,None,0,0,1
RaSPFI_fcd,4,12,B,D,Grow w/o fire,None,0,0,1
RaSPFI_fcd,4,13,C,D,Grow w/o fire,None,0,0,1
RaSPFI_fcd,4,14,C,E,Grow w/o fire,None,0,0,1
RaSPFI_fcd,4,15,D,C,Grow w/o fire,None,0,0,1
RaSPFI_fcd,4,16,D,E,Grow w/o fire,None,0,0,1
RaSPFI_fcd,4,17,A,C,Grow w/o fire,Grow w/o fire,0,0,1
RaSPFI_fcd,4,18,A,E,Grow w/o fire,Grow w/o fire,0,0,1
RaSPFI_fcd,4,19,B,E,Grow w/o fire,Grow w/o fire,0,0,1
RaSPFI_fcd,4,20,E,C,Regen / high fire,Grow w/o fire,0,1,0
RaSPFI_fmz,4,1,A,B,Regen / high fire,None,1,0,0
RaSPFI_fmz,4,2,B,A,Regen / high fire,None,1,0,0
RaSPFI_fmz,4,3,C,A,Regen / high fire,None,1,0,0
RaSPFI_fmz,4,4,C,B,Regen / high fire,None,1,0,0
RaSPFI_fmz,4,5,D,A,Regen / high fire,None,1,0,0
RaSPFI_fmz,4,6,D,B,Regen / high fire,None,1,0,0
RaSPFI_fmz,4,7,E,A,Regen / high fire,None,1,0,0
RaSPFI_fmz,4,8,E,B,Regen / high fire,None,1,0,0
RaSPFI_fmz,4,9,E,D,Overstory removal,None,1,0,0
RaSPFI_fmz,4,10,A,D,Grow w/o fire,None,0,0,1
RaSPFI_fmz,4,11,B,C,Grow w/o fire,None,0,0,1
RaSPFI_fmz,4,12,B,D,Grow w/o fire,None,0,0,1
RaSPFI_fmz,4,13,C,D,Grow w/o fire,None,0,0,1
RaSPFI_fmz,4,14,C,E,Grow w/o fire,None,0,0,1
RaSPFI_fmz,4,15,D,C,Grow w/o fire,None,0,0,1
RaSPFI_fmz,4,16,D,E,Grow w/o fire,None,0,0,1
RaSPFI_fmz,4,17,A,C,Grow w/o fire,Grow w/o fire,0,0,1
RaSPFI_fmz,4,18,A,E,Grow w/o fire,Grow w/o fire,0,0,1
RaSPFI_fmz,4,19,B,E,Grow w/o fire,Grow w/o fire,0,0,1
RaSPFI_fmz,4,20,E,C,Regen / high fire,Grow w/o fire,0,1,0
RaSSHE_fss,5,1,B,A,Regen / high fire,None,1,0,0
RaSSHE_fss,5,2,C,A,Regen / high fire,None,1,0,0
RaSSHE_fss,5,3,D,A,Regen / high fire,None,1,0,0
RaSSHE_fss,5,4,E,A,Regen / high fire,None,1,0,0
RaSSHE_fss,5,5,E,D,Thin / low fire,None,1,0,0
RaSSHE_fss,5,6,A,B,Grow w/o fire,None,0,0,1
RaSSHE_fss,5,7,A,C,Grow w/o fire,None,0,0,1
RaSSHE_fss,5,8,B,E,Grow w/o fire,None,0,0,1
RaSSHE_fss,5,9,C,E,Grow w/o fire,None,0,0,1
RaSSHE_fss,5,10,D,E,Grow w/o fire,None,0,0,1
RaSSHE_fss,5,11,E,B,Regen / high fire,Grow w/o fire,0,1,0
RaSSHE_fss,5,12,B,C,Regen / high fire,Grow w/o fire,0,1,0
RaSSHE_fss,5,13,C,B,Regen / high fire,Grow w/o fire,0,1,0
RaSSHE_fss,5,14,C,D,Regen / high fire,Grow w/o fire,0,1,0
RaSSHE_fss,5,15,D,C,Regen / high fire,Grow w/o fire,0,1,0
RaSSHE_fss,5,16,E,C,Regen / high fire,Grow w/o fire,0,1,0
RaSSHE_fss,5,17,D,B,Overstory removal,Grow w/o fire,0,1,0
RaSSHE_fss,5,18,A,D,Grow w/o fire,Thin / low fire,0,1,0
RaSSHE_fss,5,19,A,E,Grow w/o fire,Grow w/o fire,0,0,1
RaSSHE_fss,5,20,B,D,Grow w/o fire,Overstory removal,0,1,0
RaTAOAco_ftm,1,1,B,C,Thin / low fire,None,1,0,0
RaTAOAco_ftm,1,2,E,D,Thin / low fire,None,1,0,0
RaTAOAco_ftm,1,3,B,D,Thin / low fire,Grow w/ fire,0,1,0
RaTAOAco_ftm,1,4,D,C,Overstory removal,None,1,0,0
RaTAOAco_ftm,1,5,E,C,Overstory removal,None,1,0,0
RaTAOAco_ftm,1,6,B,A,Regen / high fire,None,1,0,0
RaTAOAco_ftm,1,7,C,A,Regen / high fire,None,1,0,0
RaTAOAco_ftm,1,8,D,A,Regen / high fire,None,1,0,0
RaTAOAco_ftm,1,9,E,A,Regen / high fire,None,1,0,0
RaTAOAco_ftm,1,10,A,C,Grow w/ fire,None,0,0,1
RaTAOAco_ftm,1,11,A,B,Grow w/o fire,None,0,0,1
RaTAOAco_ftm,1,12,B,E,Grow w/o fire,None,0,0,1
RaTAOAco_ftm,1,13,C,E,Grow w/o fire,None,0,0,1
RaTAOAco_ftm,1,14,D,E,Grow w/o fire,None,0,0,1
RaTAOAco_ftm,1,15,C,B,Regen / high fire,Grow w/o fire,0,1,0
RaTAOAco_ftm,1,16,D,B,Regen / high fire,Grow w/o fire,0,1,0
RaTAOAco_ftm,1,17,E,B,Regen / high fire,Grow w/o fire,0,1,0
RaTAOAco_ftm,1,18,C,D,Grow w/ fire,Thin / low fire,0,1,0
RaTAOAco_ftm,1,19,A,D,Grow w/ fire,Grow w/ fire,0,0,1
RaTAOAco_ftm,1,20,A,E,Grow w/o fire,Grow w/o fire,0,0,1
RaTAOAco_fto,1,1,B,C,Thin / low fire,None,1,0,0
RaTAOAco_fto,1,2,E,D,Thin / low fire,None,1,0,0
RaTAOAco_fto,1,3,B,D,Thin / low fire,Grow w/ fire,0,1,0
RaTAOAco_fto,1,4,D,C,Overstory removal,None,1,0,0
RaTAOAco_fto,1,5,E,C,Overstory removal,None,1,0,0
RaTAOAco_fto,1,6,B,A,Regen / high fire,None,1,0,0
RaTAOAco_fto,1,7,C,A,Regen / high fire,None,1,0,0
RaTAOAco_fto,1,8,D,A,Regen / high fire,None,1,0,0
RaTAOAco_fto,1,9,E,A,Regen / high fire,None,1,0,0
RaTAOAco_fto,1,10,A,C,Grow w/ fire,None,0,0,1
RaTAOAco_fto,1,11,A,B,Grow w/o fire,None,0,0,1
RaTAOAco_fto,1,12,B,E,Grow w/o fire,None,0,0,1
RaTAOAco_fto,1,13,C,E,Grow w/o fire,None,0,0,1
RaTAOAco_fto,1,14,D,E,Grow w/o fire,None,0,0,1
RaTAOAco_fto,1,15,C,B,Regen / high fire,Grow w/o fire,0,1,0
RaTAOAco_fto,1,16,D,B,Regen / high fire,Grow w/o fire,0,1,0
RaTAOAco_fto,1,17,E,B,Regen / high fire,Grow w/o fire,0,1,0
RaTAOAco_fto,1,18,C,D,Grow w/ fire,Thin / low fire,0,1,0
RaTAOAco_fto,1,19,A,D,Grow w/ fire,Grow w/ fire,0,0,1
RaTAOAco_fto,1,20,A,E,Grow w/o fire,Grow w/o fire,0,0,1
